company Name,Question
Atlassian, Did not really ask me any questions.
Point72," If you have a table with names and ages that contains some duplicates, how would you return all duplicates? Answer in SQL"
J.P.Morgan, Diagnostics of linear and logistic regressions. 
Point72, Explain random forest.
Twitter," Was asked to discuss a KPI to measure new active users and retention, asked about pros and cons of approach."
CivisAnalytics, Required to work through a coding question on a white board
GeneralAssembly," This should be completed in no more than 3 hours. 1. When would I use a Python dictionary to store data, instead of another data structure? Python Dictionary can be used to store data when the data consist of key-value pairs . It also helps in data lookups. 2. When writing Python code, why would you write a function? Functions are define for the purposes of computations and code re-usability 3. I have a Python list named mylist. What is the difference between `sorted(mylist)` and `mylist.sort()`? With sorted(mylist) : Return a new list containing all items from the iterable in ascending order. And with mylist.sort() : Returns None because it is not iterable. 4. I have a Pandas DataFrame named users. One of the Series is named age. I run this code: `users[users.age > 25]`. What does this code return, and how does it ""work""? The code selects the ages column and filter out all ages greater than 25 based on the users DataFrame object. 5. What is the difference between a bar plot and a histogram? Histogram shows the distributions of some variables whiles bar plot is used to compare variables with respect to a certain descriptive statistics. 6. What is the difference between regression and classification problems, and how can you convert a regression problem into a classification problem? Regression problem is the one that predicts some continuous variable whiles classification problem is the one that predicts some binary or multi-class variable. You can convert a regression problem into a classification problem by adding a binary or multi-class response variable to the independent variables. But if you decide not to add a binary or multi-class response variable you can apply clustering technique like Kmeans on the data to make it a classification problem. 7. When Netflix predicts the number of stars that you will use to rate a movie, are they solving a regression or classification problem? They are solving a classification problem since the ratings are in the range of 1-5 stars. 8. What's wrong with training and testing a machine learning model on the same data? It is important not to test the prediction of an estimator on the data used to fit the estimator as this would not be evaluating the performance of the estimator on new data. This is why datasets are often split into train and test data. 9. What is the purpose of model evaluation procedures that ""hold out"" data, like train/test split and cross-validation? The purpose of the “hold out” like train/test split is used to prevent the introduction of bias into the model and hence Over-Fitting. 10. What are a few metrics (single numbers) I might use to evaluate how well a regression model is doing? R-Square, Mean Absolute Error (MAE), Mean Squared Error (MSE), Median Absolute Error 11. Why is a confusion matrix useful for evaluating the performance of a classifier? The diagonal elements represent the number of points for which the predicted label is equal to the true label, while off-diagonal elements are those that are mislabeled by the classifier. The higher the diagonal values of the confusion matrix the better, indicating many correct predictions. It also helps to determine the True positives, False Negative, True Negative etc. 12. I built a machine learning model to solve a binary classification problem. The accuracy of my classifier is 99%, and the AUC is 0.51. Is my model doing well? Why or why not? The model is not doing well because the AUC is about 0.51, which means that the classifier is not able to differentiate between the labels, hence a random classifier. The higher the AUC, the better the model and vice versa. However, the AUC is computed with the prediction scores specified as a parameter in the AUC method. 13. With regard to machine learning models, why should I care the about bias-variance trade-off? We should care because bias introduces under-fitting into the model whiles variance introduces over-fitting into the model, so we need to worry about this issue so that our model can generalize well to unseen data. 14. How does regularization reduce overfitting? Regularization reduce over-fitting by penalizing the parameters in the model as a result of using L1 or L2 penalty regularization terms. When we add a regularization term to the loss function, we shrink the weights a little, increasing the bias while reducing variance. 15. What are a few advantages and disadvantages of decision trees, as compared to other machine learning models? Advantages of Decision Trees: Disadvantages of Decision Trees: "
Nielsen," Do you have experience with pandas, shell scripting,spark etc"
Nielsen," Explain the process, how you take your model into production from development stage"
Point72, Can you explain logistic regression to someone who doesn't know about it?
Nielsen, What is your role in your data science team
ManagementSolutions, Where do you see yourself in 10 years?
IBM, what is mean of big data
RoivantSciences, Some behavioral questions and 2 coding challenges. 
LynxAnalytics," SQL, programming, and statement based questions."
PNCFinancialServicesGroup, Which is your favorite algorithm and why? What is the difference between neural networks and deep learning?
Amazon, Why Amazon?
Airbnb, Brain storm potential causes of an anomaly in web traffic data
Airbnb, Come up with a metric that help reduce bias in the data set
NunaLogistics, How would you validate a logistic regression?
BitSight, How would you design our product if you were starting from scratch.
Xero, past exp5
DEL, Tell me about yourself...
Dynatrace, Tell me about yourself.
JUULLabs, How would you come up with a model for the rate of substitution of juul products for cigarette products ?
Facebook," Product questions - determine if something if a product is successful - ask probing questions, define success, define metrics, evaluate impact on metrics systematically. Stats questions - what do you expect the distribution of __ to look like - binomial distribution (expectation and variance), central limit theorem, repeated sampling."
MINDBODY, Tell me about past projects you've worked on. 
KPMG, Describe the algorithm to convert a given unbalanced binary tree to AVL tree.
Deloitte," Technical Questions: SQL, statistics, feature engineering, some supervised and non-supervised models, and data visualization. Make sure you can explain previous projects well (problem formulation, technologies used, feature selection, models used, insights gained). Behavior Questions: Why Deloitte/this role? Where do you see yourself in X years? How do you pick up new technologies/skills? Some scenario-based questions."
Nielsen, What is the largest data set you have ever worked with?
Amazon, what is the most innovative thing you have in your projects till date
OperaSolutions, describe two most familiar machine learning models and explain parameters in them ( as many details as you can)
KPMG," Given 4,000,000 samples with 1000 features, y is 2.5% positive and 97.5% negative, how do you take a sample from this datasets to build a reasonable model."
Affirm," Given a model that gives the likelihood that a loan is fraudulent, how should you proceed?"
Salesforce, Bayesian probability question
Salesforce, KPI/metric design
Salesforce, A/B testing
C3.ai, Tell me about your background
RaiseMe, What is a question that we didn't ask that we should have asked?
Salesforce, Machine learning methodology screening: decision tree and multi variate regression and PCA
C3.ai, Describe some of the projects you have worked on
Salesforce," Cross validation, K-folder and so on"
C3.ai," MC questions on SVM, K Means, and other ML techniques"
ItlizeGlobal, What is p-value?
ItlizeGlobal," Suppose you want to predict whether a customer would purchase something from the online store again, what will be your approach?"
CapitalOne, Case Interview: the case is the car finance loan. - what are revenues and expenses - given a model that predicts when a customer is good (loan should be approved) or bad (loadn should be decline) find out: 1. the probability that the customer is good given the model predicts good 2. the probability that the customer is bad given the model is good 3. given a pentile graph of # of checked off loans / # of loans what is a better model than the current; what is the best model. Behavioral interview: - tell me about a time that you had to deal with changing objectives in your team/project - tell me about a time that you had to deal with unexpected problems in your project - tell me about a time that you had to persuase somebody Role interview: the case is a report on air company with low percentage of flight on time. Read the report an give an evaluation of it and some reccomendations to your boss. 15 minutes to read the report and remove anything unecessary or spot errors. 20 minutes to present it to your boss. 15 minutes to discuss afterwards from data scientist to data scientist.
Loadsmart," Interviews include concepts/questions about algorithms, Python, SQL, case study."
McKinsey&Company, They asked to talk more about one of my Data Science Project and explain step by step how I got to the final product
ItlizeGlobal, What was your experience on machine learning?
ItlizeGlobal, What do you know about SQL?
ItlizeGlobal, How do you load data from SQL Server to python?
Scrapinghub, how to implement a particular model
ItlizeGlobal, What is hypothesis test?
Phreesia, Take home data challenge
Workday, Write a C++ class to perform garbage collection.
McKesson, Statistics Related Questions.
Phreesia, Talk about past experience
GEICO," Asked about a lot of unrelated topics, but everything was technical. A background in math is beneficial. Must also know a scripting language and SQL."
Verizon, Tell me about your research
Amino," Many questions ranging from basic information about my education background to previous working expereince. Also questions related with DS and product integration, statistical modeling and ML algorithms, best DS practices, building and growing a DS team with good focus and execution, and etc."
Facebook, Likes/user and minutes spent on a platform are increasing but total number of users is decreasing. What could be causing this?
Microsoft, Why do you choose Microsoft?
Uber, Some sql questions and a take home ML problem sheet
Adobe," I cannot reveal the questions I got asked. But here's some that has very similar flavor: 1) Check if an integer is a palindrome (do not convert the integer to string) 2) Given 2 sorted arrays of integers, code to find a number from each array such that their sum are closest to some integer K? 3) What is the degree of freedom for lasso?"
CapitalOne, a mobile app case interview with a few numbers to calculate the break-even
Xaxis," Experience with logistic regression, data challenge on predicting impression probabilities - includes questions on regularisation."
HumanAPI, Some questions about NLP.
Uptake, Why did you code things a certian way.
Unified," Resume based. Regression, classifiers."
Indeed," You can look at the other interview reviews for the specific questions. Mine was very similar, although specific questions may differ. "
WalmarteCommerce, How many sub-spaces can 4 lines divide in 2D? How many sub-spaces can 4 hyperplanes divide in 3D?
LogRhythm, How to debug slowdowns on the worker nodes in the distributed setting?
GeneralMills, STAR-format questions
WalmarteCommerce, How to divide n numbers into k clusters to minimize the sum of in-group errors?
Tala, What's your challenging projects?
Indeed, Sample k items uniformly at random in a streaming fashion from a list of unknown length.
Airbnb, logistic regression loool
Indeed," How would you design a ML model for Zillow's Zestimate? (This was more of a conversation than a question, many subquestions working through different stages from data collection, feature selection, training, validating, implementing, and updating)"
Facebook, Write a SQL query to compute a frequency table of a certain attribute involving two joins. What if you want to GROUP or ORDER BY some attribute? What changes would you need to make? How would you account for NULLs?
Indeed, Merge two sorted lists.
Pearson, how to join two table rows in SQL?
Amino, How does Random Forest calculate feature importance?
Adobe, some high level idea of the real-world-ish problems they're solving
Robinhood, How do you define good investors? How do you identify them?
IBM," Why you want to work for IBM, What is the p-value, Coding challenge "
Robinhood, What is churn? How can we predict if a person is churning?
Synthego, Load and manipulate the data in a csv file to examine trends in impurities for different pieces of equipment
Robinhood," Given an array of numbers represents heights of 2-d mountains, compute the amount water stored after the rainfall among those mountains."
Facebook," Lets say the population on Facebook clicks ads with a click-through-rate of P. We select a sample of size N and examine the sample's conversion rate, denoted by hat{P}, what is the minimum sample size N such that Probability( ABS(hat{P} - P) < DELTA ) = 95%. In other words (this is my translation), find the minimum sample size N such that our sample estimate hat{P} is within DELTA of the true click through rate P, with 95% confidence."
Robinhood, String manipulation
Facebook," Given two binary strings, write a function that adds them. You are not allowed to use any built in string to int conversions or parsing tools. E.g. Given ""100"" and ""111"" you should return ""1011"". What is the time and space complexity of your algorithm?"
Microsoft," What are the ROC curve and the meaning of sensitivity, specificity, confusion matrix"
SubaruofAmerica, R Shiny programming
WalmarteCommerce," Explain ROC curve, what does AUC represent?"
SubaruofAmerica, Experience in Survival Analysis
Facebook, Do you have any questions?
Facebook," Very disappointing experience from interviewing with FB. Absolute worst and least professional interviewer I have ever had. * FB does video interviews for the first round (along with coding in an online environment). This is fairly surprising since it can't serve much legitimate purpose. I'm sure their legal team is thrilled at the additional burden they face in discrimination lawsuits since the interviewer clearly can has information about the appearance of the candidate and they can't plead ignorance. Of course perhaps they are looking for unkempt candidates or trying to demonstrate the culture of transparency at Facebook, but read on! * Interview was 5 minutes late to video interview and had disheveled appearance during whole interview. He was constantly fidgeting and playing with the neighboring chairs and objects on the table and even put his feet on the other chairs and table! An interview for a position is a two-way street, so the interviewer also needs to be on ""best behavior"". * In addition to the behavior above which was unprofessional, he interrupted very frequently. This goes beyond steering the conversation. This is really tricky since one person is judging you, nobody wants to say ""Please allow me to finish explaining my answer and reasoning"" and hope somebody like this won't hold it against you. He possibly spent just as much time talking as I did during the interview answering his questions. The interruptions came both in the coding sections when I explained my thought process before implementing it and during the product questions when explaining possible scenarios. Of course clarifying comments are helpful to make sure the candidate is on the right track, but interrupting somebody just because they want to use a subquery (and you wouldn't) and is going to solve the problem slightly differently than you would is indicative of your lack of emotional intelligence and perhaps also the programming language you're working with. * He obviously wasn't paying attention during the process and didn't take it seriously. He was constantly working on his computer. Of course he could have been taking notes, but after I answered a question twice and explained my thoughts twice, he stated what the correct answer was--which was in fact what I said twice, but he apparently hadn't been listening then and was occupied with the chair/table objects/computer. * The interviewer seemed to only accept very specific answers that aligned with his thoughts and preferred answers. This mentality is obviously horrible for open-ended questions like ""what could be causing this"" or ""what data would you look at"". You may be looking at this data all the time and know which fields are useful for this task, but when you condescendingly react like the interviewee is a complete idiot for thinking of looking at the timestamp patterns for app usage you don't demonstrate your intelligence but rather your closed mindedness and unfamiliarity and inexperience with working with any type of data except the dataset at your company. * It is probably clear from reading the interview questions from other candidates and what the recruiters provide you as prep, but this really isn't a data scientist position: it's more or a data analyst or SQL monkey position. For this reason I was borderline on interviewing here anyway but thought, ""hey, it is Facebook"". I'm sure everybody in the industry knows that this is what FB data scientists do, so while the name cache might carry advantages when looking for a job later, it could actually harm you if you want to be thought of as a data scientist and move on to legit data scientist/software engineer positions. * The information you receive that you can solve the questions in SQL or Python or R is possibly incorrect. My interviewer wanted it in SQL or Python. Not a big deal since I know all three, but when when this is one of the first things you hear (along with all the rest of the insanity of this interview) it is enough to throw you off your game. SQL seems to be the preferred solution, so I'd recommend forgetting about the others if your SQL is decent. * The one positive of all of this experience is that the recruiters were professional--both in scheduling the interviews and in explaining the role and answering any questions you may have. Overall, I agree with some of the other comments here that you might get unluckly with a very egotistical interviewer. Officially I haven't heard back from FB yet, but I would be shocked to advance and really have no interest to work with someone like this. Bad apples exist in all companies, but a bro culture like this really does dampen any interest of anything FB. Yikes."
eLynxTechnologies, Build a Statistical model and graph it by hand of changes in data from an oil well? 
WePay," SQL questions, probablity related questions, data structures, machine learning related questions"
Facebook," You have a table with appID, eventID, and timestamp. eventID is either 'click' or 'impression'. Calculate the click through rate. Now do it in for each app."
Indeed," (As it can be inferred from the description, this stage was never reached.)"
IBM, What is cross validation? and what advantage does it give?
IBM, Why did you use SVM in your project for perspective analysis? What else could you have used instead of it?
Walmart, Explain your NLP project.
Automatic," In a social network, calculate the minimum number of steps between any two nodes."
Tealium," Technical round with manager/data scientist, take home project, onsite panel rounds covering multiple topics."
PalantirTechnologies, Why do you want to work for Palantir?
Natera," Probability (Bayes' Rule, etc), statistics, algorithms, calculus."
TataConsultancyServices, Unexpected: Did I use a Q-Q plot?
CommonwealthBankofAustralia," I was asked 2 programming questions and a predictive modeling question, and had to present on a whiteboard to the interviewer."
StanleyBlack&Decker," I was asked some specific SQL coding questions. I have been using NoSQL lately, so these were the most difficult questions for me. "
Soleo, They asked me how I would model the waiting time for a local restaurant and what possible statistical models and strategies I could bring to bear on the problem.
Hart, Some naive culture questions which I am not sure they can get much information. Then a code challenge for connecting data from internet and pipe thru queue
VisaInc., 4 MCQs
Celect," Each panel member told me about what their role was, asked about my background and then there was a brainteaser type problem that I was to solve on the whiteboard."
VisaInc., 3 coding challenge
Uber, Uber pool how to design the route.
Microsoft," All interviewers asked about my projects. So i had to tell the exact same thing 5 times . It is such a waste of time. I am not sure what are they trying to assess . It seems like the hiring process is like a random coin toss. They didn't ask even a single question apart from my project. Also, to me it appears Microsoft has so many people who have been with the company for 15+years. May be there are really smart but they didn't appear to be energetic. My only advice would be not all teams are good at microsoft. Few teams i interiviewed in past had really smart and energetic people. "
CablevisionSystems, Talk about the project you are proud of
IBM, Can I travel 100% to Buffalo
CKMAnalytix, NDA
Wayfair, Walk through the creation of a device map.
Amazon, How to deal with missing data of categorical features?
Amazon, What features can we use to detect fraud transactions for new customers for which we do not have a lot of information about?
Granular, See reports of prior interviewees.
Amazon, How to deal with missing data of customers who are new?
Wayfair," Case interview, node graph, modeling"
EY, Why E&Y? Why tax?
Netflix, What do you know about A/B testing in the context of streaming? 
Facebook," They just made up some questions based on SQL and hypothetical new features, don't think I can share the exact questions here."
WalmarteCommerce," Some SQL. They did not ask any specific questions, just asked past experience."
1010data, What my goals are.
FulcrumAnalytics," Machine Learning and Python basics. Missing values, imputing, and some aptitude math questions."
Wayfair, Recommendation system. Fruit coding problem.
StitchFix, How might you determine if the size of a specific item is a significant feature in determining the customer's calculated propensity to buy it?
Wayfair, Wayfair decides to not offer phone customer service to half of their online customers. Why would Wayfair decide to do that?
FortressIQ, How I would approach some of the problems they're currently tackling.
Remind, Why Remind?
FlightSafetyInternational, What is the difference between a concrete class and an interface?
Facebook," It was all a blur to me now. I don't think there was anything too difficult in particular, but lots of talking and have to focus since all interviews were back-to-back."
McKinsey&Company, Tell me about a time you disagreed with others.
KaneCommunicationsGroup, How much union payroll processing and tax preparation experience did I have?
McKinsey&Company, Go through one of your project in detail.
OneConcern, Talk about your projects. How do you collaborate with people?
CapitalOne, how would you do topic modeling on tweets
CapitalOne, how would you build a churn model
BD, How did you know about BD?
Udemy, Why do I want to come to Udemy?
CottonwoodFinancial," Describe a time when you were not getting along with your colleague, what happened and how did you deal with that?"
Avant, 1. Talk about a project/model you are familiar with 2. Talk about some advanced feature engineering concepts
Udemy, Why do I want to leave my previous job?
ConEdison, write a for loop to reverse a string by using python
Sears, Actually there were no serious technical questions. e.g. what optimization tools you are familiar with?
ConEdison," find best func(x,y) given x and y"
ConEdison, find second highest salary employee by using sql
CadentNetwork," The whole interview felt like a simple opportunity to showcase my ability to integrate business understanding with data understanding. The question wasn't asked overtly, the whole interview appeared to revolve around demonstration of that skill set."
BioFireDiagnostics, Name some of the R packages you've worked with.
StashInvest, There were no technical questions aside from the pandas coding question I mentioned above.
KenshoTechnologies, How is the bias and variance in Random Forest and Gradient Boosting Tree?
InsideSales.Com, Experience questions.
Thumbtack, AB testing and other data science questions
Allstate," Given a list of numbers: 10,20,30,40 What is the code to produce the output: 100, 90, 70, 40. What would be its time complexity"
GeneralMotors, What are you working on right now? Why are you interested in this position? Do you have any questions for me?
Allstate, What are 3 strengths and 3 skills you would like to improve?
OfferUp, Have you used Offerup?
KPMG," ""how comfortable are you with travel"""
CapitalOne, How to build up a model to predict credit card fraud?
Pearson, Tellme about your past experience?
CapitalOne," One of the case studies started off with a choice of two different problems, though they gave almost no information about what each was actually about."
Conversant, The only technical question during on-site was imagine you have a fixed amount of money for investment during a given period of time. you wan to maximize the return at the end of the period but you do not know the market. What would be the best strategy?
J.P.Morgan, When have you been in a stressful situation? What is the most stressful situation you have been in?
Allstate," Generic questions about behavior and how you work. Project management philosophies, etc. Why Allstate?"
Allstate," If you have a bag of jelly beans with a large number of two different colors, whats the minimum you need to pick out to guarantee that you have at least 2 of the same color? Then the question in the general case."
Tapjoy, - discussion on projects on the resume - seemed like a phishing call based on the questions interviewer was trying to ask - got a reject 2 days later
Allstate," The case study presents real data and they ask questions about how you would approach the modeling process. Understand imbalanced class classification, model evaluation, cross validation, and logistic regression, and perhaps more sophisticated techniques."
Allstate," Coding challenges that focus on understanding very basic recursive functions, floating point numbers rounding (e.g. exact 1/2 vs. inexact 1/3), coding a very simple KNN algorithm, and writing a SQL query which involved aggregating and joining tables."
KPMG, A few behavioral questions and conversations about your resume. Name a time you had to convince someone you were right.
Salesforce," 1.Explain about a project in my resume in layman terns 2.SQL group by, nested select and window functions 3.Assumptions and violations of K-means clustering 4.Feature selection for Document classification"
Apple, Why Apple? 
Aclara, What do you drive?
TheClimateCorp, Let's say you have a new data set how would you work with it and model it.
TheClimateCorp, Would disease modeling a Follow a Gaussian distribution? Asked by HR.
AgileSecureDataExchange, Covers most machine learning and deep learning questions. 
Tesla, Apart for the usual there were a set of bayesian statistic questions and some advanced SQL.
PrimerAI, JSON dictionary questions
Thumbtack, Deep dive of a past data science/ML project
Coupang, Linked list.
Databricks," SQL;coding questions. Questions are not too hard. But I think they want you to be able to solve without much thinking, with speed."
NationalSecurityAgency, How do you stay up to date with new data science technology and techniques?
MunichRe, Talk about past projects and experience
PetSmart, What is a difficult situation you have faced and how did you handle it?
Intuit, What was the methods I used for credit card fraud detection?
Cray," Starting from white board coding to machine leaning algorithms, they asked everything. It's important for someone to understand the basics. "
HingeHealth, Various questions probing why I made certain decisions in the data challenge. 
BloombergL.P., Newton's method to calculate the square root
TheHomeDepot, Nothing stood out.
GoDaddy, Design a web crawler. There were 2 parts of it: 1. Print a map listing all the web-links which can be reached from a particular page when you have a helper API returning the web-links on the page. 2. Implement that helper API
TempusLabs," You want to create perfect solutions, but reality is often not perfect - how do you cope with that?"
Microsoft," How to builds ads model, basic algorithms."
Mindstrong, pure statistics. 
Udemy, What would be the confounders in determining the relationship between these two variables?
Merkle, Give a brief presentation on a project you had completed
CivisAnalytics, Do you have any experience in predictive modeling?
XpertTech," questions related to LDA, machine learning, and deep learning. "
nuTonomy, Random easy typical google-able puzzles. 
AtlasInformatics, basic code exercise + design / algorithm exercise related to current technical challenges (quite vague)
TheJ.M.SmuckerCompany, Tell about a time you presented a complex analysis to a non-analytical person. What do you do if your work is not understood?
iHerb, Describe a project listed in your resume.
Facebook, What metric would you show small businesses if you were trying to have them sign up for Facebook Ads
Facebook," Given a table of friend requests sent and friend requests received, find the user with the most friends."
Facebook, What would you add to Facebook and how would you pitch it and measure its success.
Comcast, Chose a best machine learning algorithm and explain. Pick up a project from your resume which had a great impact. Which languages are you comfortable with.
CapitalOne," Probability, decision tree"
HewlettPackardEnterprise|HPE, A variation to the monty hall problem Assumptions to Regression models and prior variations
GoldmanSachs, How would you prove that the square root of two is irrational?
Applecart, would you sign a NDA and do our coding challenge?
Ibotta," In general, tell about your data science background, and what machine learning algorithms you have used in the past."
KPMG," Technical, Coding on the white board (kinda simple), Project experience, Presentation skills"
PRAHealthSciences," Tell us about a time that you used innovation at your work place. Tell us about a time when you are required to work with a lot of data in a short time. Where would you start? How would you prioritize? In your previous work experience, was there a time that the company changed policy and that affected you? What did you do? What do you think would be the biggest challenge for you in performing this job?"
Ibotta, How do you set up a data science model if you have no pre-existing data from your process you are trying to model?
Google, Explain for a non-technical person what cross validation is
Google, How to test success of a product
Facebook, Describe a new feature that may be useful in improving recommendations for an existing product. Walk through the model pipeline and how to test for its efficacy
Microsoft," code this problem in Python, code this in C++ / C#, code this in R, code this in SQL, code this in Hadoop "
RedVentures, Why is it important to look for outliers in data?
Wayfair," Given the available data, walk me through how you would value a marketing campaign from a data science perspective."
Kohl's, Basic Algorithmic coding round and ML questions.
Vrbo, Resume walk through; Python coding; DS/ML concept
EnvoyGlobal, Standard questions about past experience. Some technical SQL questions but nothing hard.
CapitalOne, Big emphasis on machine learning
Conversant, How to detect a robot
Conversant," Set up an optimization problem, minimizing the cost while keep the marketing goals met."
QualstarCreditUnion," Basic interview questions, my exp. my overall wrk history."
Uber, A/B testing in India
WilmetteParkDistrict, Are you looking for full or part time?
Zillow, What analytics skills do you have?
Staples, What is your expected salary?
Wayfair," Describe a project you worked on outside work/school How would you explain your project in layman terms, and also to someone with a tech background What other companies are you interviewing with"
LogRhythm," Linux doesn't contain 'real' files. Where can runtime system information (e.g. system memory, devices mounted, hardware configuration, etc) be found?"
FederalReserveBank(NY), How would you determine the attackers operating system via the tcp/ip packet?
Metromile, Describe one project that you’ve worked on
KellermeyerBergensonsServices, What is your experience with full cycle recruiting 
LendingHome, Project questions. Clearly state your metrics and assumptions and why. Brain-teaser questions as well.
Philips," What is precision/recall ratio, what is SVM, What's your previous experience of machine learning"
MAANA," A lot of questions about my presentation. One silly question is what number is not equal to itsself (NaN). Come on, could you please focus on the high-level picture for the company?"
C3.ai," Previous projects, open-ended data science question, algorithms etc."
RedVentures, What data do you think would improve the model that you made? Why?
CloverHealth, simple dice roll question
Precima, Regression questions. Statistical questions. Some optimization questions. Brain teaser questions.
"Quora,Inc.", What features do you like about Quora. How can you improve Quora.
Starbucks, What is your work experience
ImpactAnalytics," SQL joins, Over fitting and Under fitting in R, IQR, ARIMA"
DAI, Why do you want to move into international development?
McAfee, Recent projects and past experience
Facebook," SQL questions, product related questions and probability questions"
CityNationalBankofFlorida, They asked mostly about the work I did. Few technical questions but manageable. 
CiBOTechnologies, They did not ask me any technical questions
1010data, How would you know if a grocery store is out of stock on one specific item based looking at the total transaction database of the store?
PulseData, A lot of probability questions
Google, Self-Introduction. Some basic but not trivial statistics concepts. How to compare two distributions. Simple data manipulation questions with R. Case study about Google advertisement and follow-up survey. 
HireVue, Tell us about something you've modeled
Indeed," Python programming tests, data visualization analysis, etc"
IBM, machine learning questions behavior questions
AmazonLab126, What is the biggest challenge in your work and how did you overcome it?
RocketFuel, Why ROcket Fuel for me?
G2, What is a novel application for our review data that might generate new business opportunities?
Lyft, Background and previous experience with Python and SQL. Previous project that are relevant to Lyft's problems.
Brad'sDeals, Build a predictive model using iPython and a sample data set
IntelCorporation," Experiences in the field of data science, what is the most challenging aspect of what I do now, A few general data science questions."
Capgemini, .
Facebook," There are two mobile restroom stalls at a construction site where I work. There are also three situations that have an equal chance of occurrence: a. none of them is occupied b. only one of them is occupied c. both are occupied 1. If I were to pick one at random, what is the probability that it is occupied? 2. If it turns out that that first one I go to is occupied and I decide to try the other one, what is the probability that the second one is also occupied?"
McKesson," Given this scenario, how would you approach X X being what they were hiring for and still a new and experimental division"
Salesforce, Go through how to contruct a recommendation system.
NIO, NDA
Facebook, Python coding: load data one row by one row using Hash table.
Facebook, What is the difference between Z test and T test?
YOPITSolutions, More into Python coding
Transfix, How would you create a pricing model for winning shipping auctions based on provided data points? 
Transfix, Give an example of a project you led from beginning to end. 
McKinsey&Company, Previous experiences (very detailed) and why I'd like to join McKinsey
Zenefits," A & B toss a die, whoever gets 6 first wins. Given A starts first, what's the probability that A can win?"
TripAdvisor, Details about random forest that applied on regression problem.
CentralSquareTechnologies, What will you do when a disagreement occurs?
TheHonestCompany, Merge two sorted lists
KPMG, Select one of ML algorithms that you are most familiar with and describe to the interviewer.
BloombergL.P., general questions about machine learning and C++
Twitter," algorithm(50%), machine learning(30%), system design(20%)"
Tessella," self introduction, no technical questions"
AdTheorent, 1st data scientist: The wind question (below) but I had to go very in depth about why I would choose Monday or Tuesday and had to actually write out the equations and explain why which one is better. I also had a question about shuffling cards and I had think of a really efficient way to do it. The second interview had a lot of questions about Python and R like about what the data structures are and their definitions. I think I also had some questions about linear regression as well. 
TataConsultancyServices(NorthAmerica), If you had the option to use open source vs. commercial data science software which would you pick.
CKMAnalytix," Given an ambiguous data set and corresponding business problem, how would I generally go about solving it, i.e. what steps would I first take?"
Dataminr, questions about the project. algorithm questions. High level interviews with executives.
AIG, Normal behaviour questions
Amazon, They focus a lot on their leadership principles and your resume
Apple, Introduction?
Apple, Propensity Model and how beta estimates are calculated by MLE?
Amazon," They asked probability question: 1) The probability that item an item at location A is 0.6 , and 0.8 at location B. What is the probability that item would be found on Amazon website. 2). I have table 1, with 1million records, with ID, AGE (column names) , Table 2 with 100 records with ID and Salary then the interviewer gave me the following SQL script SELECT A.ID,A.AGE,B.SALARY FROM TABLE 1 A LEFT JOIN TABLE 2 B ON A.ID = B.ID + WHERE B.SALARY > 50000 ( HE ASKED TO MODIFY THIS LINE OF QUERY) How many records would be returned? 3. Give a csv file with ID, and Quantity columns, 50million records and size of data is 2gig, write a program in any language of your choice to aggregate the QUANTITY column."
Apple, Time Series Model and meaning and calculation of ACF and PACF?
Apple, Bias-Variance tradeoff and ways to check overfitting of a model
CharterCommunications, What do you see yourself in 5 years? Why do you want his job? 
AIG, How to tell the difference between classifiers. what is the difference between Lasso and Ridge regression?
Facebook, I had to calculate accepted friendship requests ratio.
OneTechnologies, Talk about how you do your EDA
Amazon, Tell me about a time you took a risk and it didn't work out
"Quora,Inc."," critical thinking problem, one coding session"
C3.ai," Standard data science, machine learning and coding questions"
DemystData, How would a financial institution determine if an applicant makes more or less than $50k/yr
Facebook, How would you measure or determine someone to be your best friend on Facebook? What would this look like and how would you approach it?
MAANA," ML questions like regression, MLE, MAP"
Facebook, Determime fraction of active users messagong at least 5 people in a given day.
C3.ai, Why using random forest rather than other algorithms.
Chicago-23, Why do you want to be in sales?
IBM, Q1: how do you deal with missing value
RedOwl, Paraphrasing : Have you ever had to cope with a particularly difficult entity resolution problem?
Nationwide, Walk me through logistic regressions
BlueprintHealth, No specific professional questions.
AdvisoryBoard, Interview with HR: 1. Walk me through your resume. 2. Explain your internship project in detail. 3. Talk about one of the modeling projects that you have done. 4. How do you explain technical stuff to non-technical people? 5. Why this position? 6. Tell me about a time when you went above and beyond to change a process that you were not happy with. Interview with the Hiring Manager: 1. If you pick up two cards from a pack of cards what is the probability that it will be a pair? 2. If you pick up three cards from a pack of cards what is the probability that at least you will get a pair?
ThreatTrackSecurity, How would you infer roles of staff in an organization based on the communication data collected from their phone calls.
Google, Derive the Gaussian discrimination method under three different cases. Robust linear regression. Bayesian probability calculation. Random Markov Field. RNN. 
StateFarm, Use Python to predict the loan approval late for a customer. Use two different machine learning techniques to do this. Write a review on the method used to solve the problem comapring the two techniques.
Panjiva," 1. Questions about designing SQL schemas, queries, optimization 2. What is my familiarity with various languages, development environments, etc.?"
Wayfair, What algorithm will you use?
PaloAltoNetworks," HR co-ordinator also asked - are you working for a ""Body Shop"" consulting company?"
AIG, Most of the questions were behavioral and resume based. 
AlixPartners, What are you looking for in the future at this company?
Uber, How would you design an incentive scheme for drivers such that they listen to your suggestion of going to areas where the demand is high. 
